JINA_ID,Priority,Ref,Name,Simbad_Identifier,NLTE,Sci_key,C_key,Loc,Type,RA,DEC,Vel,Vel_bibcode,U_mag,B_mag,V_mag,R_mag,I_mag,J_mag,H_mag,K_mag,Teff,logg,Fe/H,Vmic,Li,Be,C,N,O,F,Na,Mg,Al,Si,P,S,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,Sn,Te,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,W,Os,Ir,Pt,Au,Hg,Pb,Bi,Th,U,CaII,TiII,VII,CrII,MnII,FeII,Added_by
2501.0,1.0,LI15a,LAMOSTJ0102+0428,TYC_22-581-1,*,*,*,HA,RG,1 2 12.668,4 28 24.02,,,,12.79,11.9,,,9.772,9.239,9.075,4540.0,0.6,-2.75,2.5,,,4.75,6.45,,,3.59,5.24,3.64,5.14,,,2.86,3.84,0.23,2.19,1.22,2.65,2.12,4.75,2.13,3.25,,1.8,,,,,,-1.06,-1.62,,,,,,,,,,,-1.26,,,,,,-2.13,,,,,,,,,,,,,,,,,,,,,2.27,,3.09,,4.76,Abdu
2502.0,1.0,HOL15,HE0414-0343,TYC_4729-1290-1,*,S,CR,HA,RG,4 17 16.467,-3 36 31.32,-36.0,2006ApJ...652.1585F,,12.23,11.04,,,9.193,8.674,8.51,4863.0,1.25,-2.24,2.2,,,7.63,,,,,5.82,,,,,,4.57,1.14,2.99,,3.26,2.75,5.26,,3.97,,2.38,,,,,,1.11,0.17,0.85,,,,,,,,,,1.81,0.46,0.74,-0.17,0.81,0.14,-0.49,,,0.45,,0.24,,0.03,,,,,,,,,2.04,,,,,3.14,,,,5.26,Abdu
2503.0,1.0,BAR05,HE0926-0508,TYC_4889-826-1,*,*,*,HA,MS,9 28 55.349,-5 21 40.38,191.0,2005A&A...439..129B,12.41,12.34,12.194,11.895,11.617,11.279,11.023,10.948,6249.0,4.24,-2.78,1.6,,,6.23,,,,,5.08,2.79,,,,,3.96,0.67,2.73,,2.75,2.07,4.72,,3.42,,,,,,,,0.17,,,,,,,,,,,,-0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
2504.0,2.0,REN12,HE0926-0508,TYC_4889-826-1,*,*,NO,HA,MS,9 28 55.349,-5 21 40.38,191.0,2005A&A...439..129B,12.41,12.34,12.194,11.895,11.617,11.279,11.023,10.948,6249.0,4.24,-2.78,1.6,,,6.39,,,,,,,,,,,,,,,,,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,,,,,,,,Abdu
2505.0,1.0,LAI07,BS17576-071,TYC_4901-1212-1,*,*,*,HA,SG,9 46 47.333,-7 5 34.35,,,,12.47,11.93,,,11.192,10.914,10.846,6200.0,3.79,-1.72,,,,6.99,,,,,,,,,,,,,,,,,5.78,,,,,,,,,,1.35,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
2506.0,1.0,BAR05,HE1120-0153,TYC_4923-62-1,*,*,*,HA,MS,11 22 43.383,-2 9 36.57,256.41,2013AJ....146..134K,11.998,12.21,11.789,11.29,11.036,10.757,10.493,10.473,6191.0,4.09,-2.77,0.68,,,6.26,,,,,4.86,2.64,,,,,3.8,0.61,2.56,,2.69,1.94,4.74,,3.3,,,,,,,,0.03,,,,,,,,,,,,-0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
2507.0,1.0,HOL11,HE1116-0634,TYC_4928-1438-1,*,*,*,HA,RG,11 18 35.888,-6 50 45.11,116.09,2013AJ....146..134K,,12.577,11.606,10.822,10.099,9.675,9.11,9.005,4400.0,0.1,-3.73,2.4,<0.35,,4.78,,,,,4.69,2.62,4.41,,,,2.94,-0.11,1.76,,,,3.77,1.65,2.93,,1.41,,,,,,-3.12,<-2.13,<-1.04,,,,,,,,,,-3.36,<-2.51,,,,,<-3.14,,,,,,,,,,,,,,,,,,,,,1.9,,,,,Abdu
2508.0,1.0,HOL11,HE1317-0407,TYC_4961-1053-1,*,*,*,HA,RG,13 19 47.002,-4 23 10.25,-38.0,2013MNRAS.434.1681C,,12.97,12.116,11.558,11.05,10.471,9.991,9.853,4525.0,0.3,-3.1,2.15,0.61,,4.81,,,,,5.06,3.01,5,,,,3.72,0.07,2.11,,2.32,1.9,4.4,1.97,3.22,,1.73,,,,,,-0.45,-1.29,-0.6,,,,,,,,,,-1.27,-2.18,,,,,-2.57,,,,,,,,,,,,,,,,,,,,,2.14,,2.63,,,Abdu
2509.0,1.0,RUC11,TYC4982-898-1,TYC_4982-898-1,*,*,*,HA,RG,14 12 31.44,-5 2 1.74,63.0,2011ApJ...737....9R,,12.413,11.623,,,9.976,9.469,9.41,4989.0,2.03,-2.23,1.6,,,,,,,,5.54,,5.64,,,,4.39,,2.91,,,,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,Abdu
2510.0,1.0,AOK05,CS30329-004,TYC_5030-1015-1,*,*,*,HA,RG,15 48 41.889,-6 52 37.35,,,,12.74,12.13,11.367,10.817,10.053,9.539,9.457,5000.0,1.5,-2.7,2.2,,,5.4,,,,,5.44,3.19,5.28,,,,3.95,0.45,2.53,,2.61,1.98,4.75,2.4,3.55,,2.1,,,,,,0.19,-0.63,0.19,,,,,,,,,,-1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
2511.0,1.0,RUC11,TYC5204-805-1,TYC_5204-805-1,*,*,*,HA,RG,21 0 38.2395,-5 39 17.336,-115.8,2011ApJ...737....9R,,11.51,10.82,,,9.12,8.711,8.542,5014.0,1.56,-2.05,1.9,,,,,,,,5.97,,5.97,,,,4.68,,3.06,,,,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24,,,,,Abdu
2512.0,1.0,PRE00,CS22170-028,TYC_5270-1900-1,*,*,*,HA,SG,0 51 7.367,-11 8 31.95,-15.0,1999AJ....117.2329W,,11.7,11.52,,,11.246,11.187,11.168,8050.0,3.6,-0.68,3.0,,,,,,,,7.44,,,,,,5.9,,4.29,,4.85,4.58,6.84,,,,,,,,,,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
2513.0,1.0,AOK07a,CS22174-007,TYC_5273-836-1,*,*,*,HA,RG,1 14 6.478,-11 2 35.4,-103.0,2006ApJ...652.1585F,,12.32,12.43,11.961,11.509,10.885,10.404,10.318,5300.0,2.7,-2.3,2.1,,,6.6,<7,,,4.36,5.82,,,,,,4.35,0.96,3.17,,3.26,,5.26,,4.07,,2.46,,,,,,,,,,,,,,,,,,-0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
2514.0,1.0,RUC11,TYC5329-1927-1,TYC_5329-1927-1,*,*,*,HA,RG,5 6 20.122,-13 44 21.88,202.1,2011ApJ...737....9R,,13.06,11.71,,,9.758,9.142,9.02,4573.0,1.0,-2.19,2.0,,,,,,,,5.83,,5.7,,,,4.51,,2.91,,,,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,,,,,Abdu
2515.0,1.0,FRE07b,HE1523-0901,TYC_5594-576-1,*,*,*,HA,RG,15 26 1.069,-9 11 38.86,-221.0,2006ApJ...652.1585F,,12.37,11.5,10.476,9.863,9.027,8.421,8.352,4630.0,1.0,-2.95,2.6,,,5.14,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,0.28,-0.63,-0.25,-0.75,-0.02,-0.38,-0.62,-0.17,-1.2,0.02,,-0.29,-1.13,,,-0.73,,0.18,0.24,,,,-0.2,,-1.2,-2.06,,,,,,,Abdu
2516.0,1.0,LI15a,LAMOSTJ0326+0202,TYC_57-1052-1,*,*,*,HA,RG,3 26 53.885,2 2 28.33,53.0,2006ApJ...652.1585F,,12.49,12.67,,,10.11,9.588,9.486,4700.0,1.1,-3.36,1.8,,,5.15,5.7,,,3.46,4.99,2.36,4.93,,,2.49,3.4,-0.23,1.81,0.6,1.92,1.42,4.14,1.82,2.89,,1.42,,,,,,-1.18,-1.98,,,,,,,,,,,-2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,,4.13,Abdu
2517.0,1.0,HOL11,HE2148-1105a,TYC_5793-10-1,*,*,*,HA,RG,21 50 41.517,-10 50 58.06,-87.17,2011ApJ...742...54H,,12.88,11.91,,,10.375,9.781,9.712,4400.0,0.2,-2.98,2.65,0.72,,5.03,,,,,4.89,2.53,4.77,,,,3.53,-0.17,1.87,,2.33,2.03,4.52,1.84,3.36,,1.82,,,,,,-1.01,-1.44,<-0.43,,,,,,,,,,-1.89,<-2.02,,,,,<-2.69,,,,,,,,,,,,,,,,,,,,,1.94,,2.6,,,Abdu
2518.0,1.0,HOL11,HE2253-0849,TYC_5813-540-1,*,*,*,HA,RG,22 55 43.006,-8 33 27.93,-89.4,2011ApJ...742...54H,,13.05,12.39,,,10.017,9.439,9.297,4425.0,0.2,-2.88,2.65,<0.5,,4.78,,,,,5.22,2.97,5.02,,,,3.81,0.28,2.17,,2.51,2.09,4.62,2.08,3.42,,1.85,,,,,,-0.91,-1.24,-0.53,,,,,,,,,,-1.08,-1.91,,,,,-2.17,,,,,,,,,,,,,,,,,,,,,2.25,,2.97,,,Abdu
2519.0,1.0,LAI07,CS31060-043,TYC_5841-127-1,*,*,*,HA,RG,0 10 17.594,-17 35 38.93,216.0,2006ApJ...652.1585F,,11.8,11.28,,,10.119,9.739,9.642,5452.0,3.36,-2.06,,,,6.55,,,,,,,,,,,,,,,,,5.44,,,,,,,,,,1.2,,,,,,,,,,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
2520.0,1.0,RUC11,TYC5861-1732-1,TYC_5861-1732-1,*,*,*,HA,RG,2 11 10.198,-19 11 23.79,-87.7,2011ApJ...737....9R,,12.03,11.43,,,9.835,9.462,9.366,5288.0,3.09,-2.1,1.3,,,,,,,,5.87,,5.85,,,,4.61,,3.06,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24,,,,,Abdu
2521.0,1.0,RUC11,TYC5911004521,TYC_5911-452-1,*,*,*,HA,MS,4 53 22.6423,-22 10 39.516,11.06,2013AJ....146..134K,,11.05,10.66,10.43,,9.832,9.575,9.473,6445.0,4.16,-2.12,1.5,,,,,,,,5.8,,,,,,4.58,,3.19,,,,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,,,,,Abdu
2522.0,1.0,RUC11,TYC5915-1267-1,TYC_5915-1267-1,*,*,*,HA,RG,5 21 50.102,-15 37 5.99,98.5,2011ApJ...737....9R,,12.796,11.988,,,10.277,9.792,9.702,5039.0,1.53,-2.02,2.0,,,,,,,,5.99,,6,,,,4.67,,3.15,,,,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,,,,,Abdu
2523.0,1.0,RUC11,TYC6088-1943-1,TYC_6088-1943-1,*,*,*,HA,RG,11 26 51.39,-18 5 29.8,92.1,2011ApJ...737....9R,,11.815,11.161,,,,,,5198.0,2.42,-2.21,1.4,,,,,,,,5.6,,5.69,,,,4.39,,2.87,,,,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01,,,,,Abdu
2524.0,1.0,RUC11,TYC6124-458-1,TYC_6124-458-1,*,*,*,HA,RG,13 24 14.287,-18 6 21.1,-110.0,2006ApJ...652.1585F,,12.46,11.409,10.794,10.197,9.684,9.228,9.079,4924.0,1.81,-2.2,1.7,,,,,,,,5.56,,5.55,,,,4.28,,2.82,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,,,,,Abdu
2525.0,1.0,RUC11,TYC6361-708-1,TYC_6361-708-1,*,*,*,HA,RG,21 35 39.29,-15 26 31.22,39.3,2011ApJ...737....9R,,12.67,11.49,,,9.347,8.642,8.579,4500.0,0.87,-2.12,2.1,,,,,,,,5.75,,5.81,,,,4.47,,2.99,,,,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16,,,,,Abdu
2526.0,1.0,RUC11,TYC6393-564-1,TYC_6393-564-1,*,*,*,HA,RG,22 49 23.564,-21 30 29.5,-111.3,2011ApJ...737....9R,,12.98,12.54,,,10.599,10.161,10.06,5218.0,2.67,-2.38,1.4,,,,,,,,5.51,,,,,,4.23,,2.76,,,,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,Abdu
2527.0,1.0,RUC11,TYC6900-414-1,TYC_6900-414-1,*,*,*,HA,RG,20 4 20.3238,-27 1 10.767,44.3,2011ApJ...737....9R,,11.845,10.84,,,9.486,9.023,8.91,5203.0,2.74,-2.03,1.3,,,,,,,,5.86,,5.76,,,,4.58,,3.13,,,,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29,,,,,Abdu
2528.0,1.0,RUC11,TYC6953005101,TYC_6953-510-1,*,*,*,HA,RG,21 51 52.4842,-22 56 5.824,-62.4,2011AJ....141..187S,,11.859,10.95,10.71,,9.239,8.707,8.591,4834.0,1.54,-2.01,1.9,,,,,,,,5.93,,5.94,,,,4.67,,3.1,,,,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27,,,,,Abdu
2529.0,1.0,HAN15,HE0440-3426,TYC_7042-1098-1,*,*,*,HA,RG,4 42 8.168,-34 21 13.87,355.0,2006ApJ...652.1585F,,12.88,11.44,,,9.651,9.105,8.966,4800.0,1.6,-2.2,1.9,<0.26,,7.75,6.42,7.19,,4.72,5.84,,,,,,4.38,,3.02,1.77,3.33,2.61,5.31,2.26,4.06,,2.43,,,,,,1.01,0.35,1.03,,,,,,,,,,0.45,0.09,0.28,-0.4,-0.47,-0.22,<-1.05,,,-0.35,,-0.13,,,,,,,,,,,1.2,,,,,,,,,,Abdu
2530.0,1.0,RUC11,TYC7062-1120-1,TYC_7062-1120-1,*,*,*,HA,RG,5 51 42.138,-33 27 33.76,103.5,2011ApJ...737....9R,,12.61,11.91,,,10.08,9.579,9.455,4617.0,0.96,-2.46,1.9,,,,,,,,5.58,,5.54,,,,4.27,,2.67,,,,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,,,,,Abdu
2531.0,1.0,RUC11,TYC7099-1614-1,TYC_7099-1614-1,*,*,*,HA,RG,6 40 13.172,-35 40 44.23,138.2,2011ApJ...737....9R,,12.809,12.104,,,10.544,10.134,10.032,5227.0,2.99,-2.11,1.5,,,,,,,,5.86,,5.86,,,,4.59,,3.17,,,,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28,,,,,Abdu
2532.0,1.0,RUC11,TYC7453-1122-1,TYC_7453-1122-1,*,*,*,HA,RG,20 10 31.944,-35 58 54.63,130.8,2011ApJ...737....9R,,12.125,11.401,,,9.776,9.356,9.238,5250.0,1.8,-2.19,2.0,,,,,,,,5.75,,5.9,,,,4.53,,3.08,,,,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24,,,,,Abdu
2533.0,1.0,RUC11,TYC75-1185-1,TYC_75-1185-1,*,*,*,HA,RG,4 23 14.544,1 30 48.34,-45.0,2013MNRAS.434.1681C,,12.262,11.483,10.688,10.171,9.622,9.171,9.016,5074.0,2.18,-2.66,1.6,,,,,,,,5.24,,,,,,4.01,,2.55,,,,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,,,,,Abdu
2534.0,1.0,RUC11,TYC7577-1592-1,TYC_7577-1592-1,*,*,*,HA,RG,4 1 48.97,-37 57 53.24,139.1,2011ApJ...737....9R,,12.372,11.619,,,10.005,9.543,9.427,4911.0,1.4,-2.03,2.1,,,,,,,,6.03,,5.95,,,,4.68,,3.14,,,,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23,,,,,Abdu
2535.0,1.0,RUC11,TYC7602-1143-1,TYC_7602-1143-1,*,*,*,HA,RG,5 52 15.783,-39 53 18.47,102.0,2011ApJ...737....9R,,12.405,11.532,,,9.71,9.183,9.075,4875.0,1.87,-2.05,1.9,,,,,,,,5.85,,5.91,,,,4.63,,3.12,,,,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,,,,,Abdu
2536.0,1.0,HAN15,HE0448-4806,TYC_8080-239-1,*,R2,CR,HA,SG,4 49 33.066,-48 1 8.13,126.0,2006ApJ...652.1585F,,13.45,12.35,,,11.593,11.282,11.212,5900.0,3.6,-2.3,1.2,<1.49,,8.41,7.01,<8.33,,4.68,5.78,3.96,,,,,4.43,1.14,3.19,2.05,3.35,2.8,5.24,2.77,4.1,,2.63,,,,,,1.71,0.88,1.42,,,,,,,,,,1.7,1.17,1.52,0.7,0.62,0.79,0.13,0.73,,0.73,,1.44,,,,,,,,,,,2.66,,,,,,,,,,Abdu
2537.0,1.0,RUC11,TYC8400-122-1,TYC_8400-122-1,*,*,*,HA,RG,20 7 28.572,-49 54 34.29,-123.8,2011ApJ...737....9R,,12.37,11.25,,,9.313,8.612,8.476,4448.0,0.97,-2.13,2.1,,,,,,,,5.83,,5.73,,,,4.48,,3.01,,,,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,,,,,Abdu
2538.0,1.0,ROE14b,CS22943-095,TYC_8406-355-1,*,*,*,HA,SG,20 27 29.971,-46 50 56.27,-166.0,1992AJ....103.1987B,11.857,12.063,12.62,,,10.784,10.519,10.469,6140.0,3.8,-2.44,1.35,2.18,,6.36,<7.7,6.54,,,5.48,3.2,5.67,,,3.07,4.33,0.8,2.9,1.72,2.94,2.57,4.98,2.53,3.77,,2.46,,,,,<3.02,0.79,-0.3,0.54,<1.57,<1.32,,,,,,,,-0.66,,<0.33,<-0.12,<0.14,<0.14,<-1.09,<0.46,<-0.09,<-0.19,<-0.25,<-0.01,<-0.49,-1.3,,<0.68,,,,,,,<1.79,,<-0.15,,,2.9,1.72,3.32,2.6,5.06,Abdu
2539.0,1.0,RUC11,TYC8764-1992-1,TYC_8764-1992-1,*,*,*,HA,RG,19 16 18.216,-55 44 45.46,45.5,2011ApJ...737....9R,,12.643,11.447,,,9.35,8.653,8.529,4438.0,0.83,-2.18,2.1,,,,,,,,5.78,,,,,,4.38,,2.89,,,,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,,,,,Abdu
2540.0,1.0,PRE00,CS22896-0149,TYC_8778-1253-1,*,*,*,HA,SG,19 43 44.915,-56 10 8.76,,,,12.62,13.03,,,11.552,11.461,11.468,7950.0,4.0,-0.16,2.5,,,,,,,,7.5,,,,,,5.9,,5.02,,5.15,4.55,7.36,,,,,,,,,,2.96,,,,,,,,,,,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
2541.0,1.0,RUC11,TYC8786-651-1,TYC_8786-651-1,*,*,*,HA,RG,19 33 38.207,-59 59 2.99,13.3,2011ApJ...737....9R,,12.34,11.429,,,9.681,9.135,9.072,4920.0,1.41,-2.03,2.1,,,,,,,,5.86,,5.8,,,,4.59,,3.1,,,,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24,,,,,Abdu
2542.0,1.0,RUC11,TYC8833-786-1,TYC_8833-786-1,*,*,*,HA,RG,23 52 10.311,-53 49 29.27,-5.8,2011ApJ...737....9R,,12.49,11.6,,,9.504,8.899,8.771,4492.0,0.87,-2.25,2.3,,,,,,,,5.77,,5.78,,,,4.42,,2.9,,,,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,Abdu
2543.0,1.0,RUC11,TYC9338-874-1,TYC_9338-874-1,*,*,*,HA,RG,23 2 22.889,-68 33 23.4,134.1,2011ApJ...737....9R,,12.276,11.592,,,10.091,9.679,9.588,5119.0,2.4,-2.42,1.6,,,,,,,,5.65,,5.76,,,,4.31,,2.79,,,,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,Abdu
2544.0,2.0,AND10,CS29527-015,UCAC2_24258051,*,*,*,HA,SG,0 29 10.675,-19 10 7.25,48.0,2013AJ....145...13A,,14.61,14.24,14.1,,13.298,13.08,13.05,6240.0,4.0,-3.55,1.6,,,,,,,,4.46,,,,,,,,,,,,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
2545.0,2.0,AOK13,SDSSJ002910.72-191007.5,UCAC2_24258051,*,*,*,HA,SG,0 29 10.675,-19 10 7.25,48.0,2013AJ....145...13A,,14.61,14.24,14.1,,13.298,13.08,13.05,6500.0,4.0,-3.15,1.5,,,,,,,,4.82,,,,,,3.68,,,,,,4.35,,,,,,,,,,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
2546.0,2.0,BON09,CS29527-015,UCAC2_24258051,*,*,NO,HA,SG,0 29 10.675,-19 10 7.25,48.0,2013AJ....145...13A,,14.61,14.24,14.1,,13.298,13.08,13.05,6242.0,4.0,-3.55,1.6,,,6.18,,,,,4.46,,4.15,,,,3.17,-0.12,1.82,,1.91,1.18,3.95,2.07,2.61,,<2.03,,,,,,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
2547.0,1.0,RYA96,CS29527-015,UCAC2_24258051,*,*,*,HA,SG,0 29 10.675,-19 10 7.25,48.0,2013AJ....145...13A,,14.61,14.24,14.1,,13.298,13.08,13.05,6150.0,4.0,-3.43,1.3,,,,,,,,<4.93,,,,,,3.48,0.21,<2.09,,<2.18,<1.88,4.07,<2.79,<4.42,,,,,,,,0.27,<0.23,,,,,,,,,,,<-0.93,,,,,,<-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
2548.0,2.0,SPI12,CS29527-015,UCAC2_24258051,*,*,*,HA,SG,0 29 10.675,-19 10 7.25,48.0,2013AJ....145...13A,,14.61,14.24,14.1,,13.298,13.08,13.05,6240.0,4.0,-3.55,1.6,,,,,,,,,,,,,,3.35,,,,,,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
2549.0,2.0,AND10,CS22953-037,UCAC2_5736774,*,*,*,HA,MS,1 25 6.649,-59 16 0.7,-153.0,1992AJ....103.1987B,,14.01,13.64,13.1,13.13,12.683,12.444,12.46,6360.0,4.3,-2.89,1.4,,,,,,,,5.05,,,,,,,,,,,,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
2550.0,2.0,BON09,CS22953-037,UCAC2_5736774,*,*,*,HA,MS,1 25 6.649,-59 16 0.7,-153.0,1992AJ....103.1987B,,14.01,13.64,13.1,13.13,12.683,12.444,12.46,6364.0,4.25,-2.89,1.4,,,6.03,,,,,5.05,,4.65,,,,3.71,0.63,2.39,,2.46,1.72,4.61,2.42,3.4,,<2.1,,,,,,-0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
2551.0,1.0,ROE14b,CS22953-037,UCAC2_5736774,*,*,*,HA,SG,1 25 6.649,-59 16 0.7,-153.0,1992AJ....103.1987B,,14.01,13.64,13.1,13.13,12.683,12.444,12.46,6150.0,3.7,-3.05,1.65,1.97,,6.22,<6.8,<5.98,,,4.94,2.68,4.51,,,,3.52,0.33,2.33,<1.7,2.22,1.68,4.29,2.05,3.11,,<2.26,<1.47,,,,<2.56,-2.01,<-0.54,<0.31,<1.45,<1.1,,,,,,,,<-1.75,<-0.87,<-0.05,<-0.46,<-0.18,<-0.14,<-1.29,<0.37,<-0.05,<-0.22,<-0.39,<-0.13,<-0.71,<-1.06,,<0.57,,,,,,,<1.64,,<-0.49,,,1.96,<1.7,,,4.45,Abdu
2552.0,2.0,RYA96,CS22953-037,UCAC2_5736774,*,*,*,HA,SG,1 25 6.649,-59 16 0.7,-153.0,1992AJ....103.1987B,,14.01,13.64,13.1,13.13,12.683,12.444,12.46,6150.0,4.0,-2.94,1.2,,,,,,,,5.04,2.57,4.42,,,,3.71,0.22,2.37,,2.25,<1.74,4.56,<2.35,3.44,,,,,,,,<-1.27,<-0.32,,,,,,,,,,,<-1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
2553.0,2.0,SPI12,CS22953-037,UCAC2_5736774,*,*,*,HA,MS,1 25 6.649,-59 16 0.7,-153.0,1992AJ....103.1987B,,14.01,13.64,13.1,13.13,12.683,12.444,12.46,6360.0,4.3,-2.89,1.4,,,,,,,,,,,,,,3.83,,,,,,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
2554.0,1.0,CAF11a,SDSSJ102915.14+172927.9,UCAC3_215-112497,*,*,NO,HA,SG,10 29 15.152,17 29 27.88,,,,,,,15.98,15.51,15.13,15.15,5811.0,4.0,-4.73,1.5,<1.1,,<4.75,<3.87,,,,2.9,,3.28,,,,1.64,,0.27,,,,2.77,,1.7,,,,,,,,<-2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,0.27,,,,,Abdu
2555.0,1.0,AOK13,SDSSJ071105.43+670228.2,UCAC3_315-38909,*,*,NO,HA,RG,7 11 5.42,67 2 28.26,111.79,2013AJ....145...13A,,16.72,16.1,15.46,,14.41,14.02,13.86,5350.0,3.0,-2.91,1.5,,,7.5,,,,3.87,4.84,,,,,,3.72,,2.31,,,,4.59,,,,,,,,,,-0.58,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55,Abdu
2556.0,1.0,COH13,HE0009-6039,UCAC4_149-000191,*,*,*,HA,RG,0 11 31,-60 22 21,25.0,2013ApJ...778...56C,,,16.54,,,,,,5250.0,2.7,-3.29,1.8,,,5.42,,,,2.88,4.32,3.02,4.2,,,,2.97,0,1.77,<1.77,2.05,1.82,4.21,2.26,3.25,<2.23,<2.31,,,,,,-2.21,,,,,,,,,,,,<-2.27,,,,,,<-1.53,,,,,,,,,,,,,,,,,,,,,1.77,,,,4.24,Abdu
2557.0,1.0,COH13,HE0411-5725,UCAC4_164-003972,*,*,*,HA,RG,4 12 5.3,-57 17 59,286.1,2013ApJ...778...56C,,,15.79,,,,,,5000.0,2.1,-3.08,1.7,,,5.82,,,,3,4.85,3.12,5,,,,3.31,0.1,2.09,,1.99,1.59,4.42,2.15,3.59,,,,,,,,-1.71,,,,,,,,,,,,-2.2,,,,,,<-1.47,,,,,,,,,,,,,,,,,,,,,2.09,,,,4.31,Abdu
